ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1709,Lesotho,LSO,,,Africa,Social and economic measures,State of emergency declared,No,Lesotho declares covid-19 a national emergency,,18/03/2020,Government of Lesotho,Government,https://www.gov.ls/lesotho-government-identifies-national-command-centre-for-covid-19/,23/03/2020,
659,Liberia,LBR,,,Africa,Public health measures,Health screenings in airports and border crossings,No,For everyone.,,09/03/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/LBR,16/03/2020,
660,Liberia,LBR,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"For people coming from countris with more than 200 cases. For 14 days. For people coming from Italy, Iran, China, South Korea, France, Germany, Japan, Spain, quarantine in dedicated structures.",,10/03/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/LBR,16/03/2020,http://moh.gov.lr/wp-content/uploads/Travel-Advisory.pdf
663,Liberia,LBR,,,Africa,Public health measures,Awareness campaigns,Yes,Schools and Communities targeted COVID messages in WASH campains by National Red Cross Society.,,13/03/2020,IFRC,Other organisations,https://reliefweb.int/sites/reliefweb.int/files/resources/MDR00005OU6.pdf,16/03/2020,
1710,Liberia,LBR,,,Africa,Social and economic measures,State of emergency declared,No,Liberia Ministry of Health declares state of emergency,,22/03/2020,US Embassy in Liberia,Government,https://lr.usembassy.gov/covid-19-information/,23/03/2020,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf
1711,Liberia,LBR,,,Africa,Social distancing,Schools closure ,No,"All schools, universities, colleges, and other institutions of learning are closed.",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1712,Liberia,LBR,,,Africa,Social distancing,Public services closure ,No,"All bars, night clubs, casinos, betting centres, cinemas, video clubs and entertainment centres are hereby closed. All beaches (public and private) are also closed.",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1713,Liberia,LBR,,,Africa,Social distancing,Public services closure ,No,"Chruches, mosques, religiour centres and other places of worship are closed.",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1714,Liberia,LBR,,,Africa,Social distancing,Limit public gatherings,No,Large gatherings including sporting activities and parties of more than 10 people are banned. Weddings and funerals will be allowed with no more than 10 people in attendance and people should keep a distance of 10 feet at all times.,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1715,Liberia,LBR,,,Africa,Social distancing,Public services closure ,No,"Restaurants and cookshops are only allowed 5 customers at one time, all keeping a distance of six feet. Takeaways are encouraged.",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1716,Liberia,LBR,,,Africa,Social distancing,Public services closure ,No,Barber shops and beauty salons are closed. Personal care services should be performed at home.,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1717,Liberia,LBR,,,Africa,Social distancing,Public services closure ,No,Banks only permitted 5 people inside at a time and those outside bank should be 6 feet apart while waiting.,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1718,Liberia,LBR,,,Africa,Social distancing,Limit public gatherings,No,Taxis can carry no more than 2 passengers in the back and one in front; kehkens can carry only 2 passengers in the back and driver in front; motorbikes can carry only one passenger.,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1719,Liberia,LBR,,,Africa,Movement restrictions,International flights suspension,No,"Except for cargo, chartered and special flights, all commercial flights are suspended. ",,24/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1720,Liberia,LBR,,,Africa,Social distancing,Limit public gatherings,No,"All supermarkets and large stores will allow only 10 customers at a time, while observing 6 feet distance at all times. Those outside waiting must also be 6ft apart. All businesses are required to find ways to prmote social distancing.",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1721,Liberia,LBR,,,Africa,Social distancing,Limit public gatherings,No,"All health facilities and institutions, including pharmacies, will remain for routine services with social distancing practices. ",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1722,Liberia,LBR,Montserrado & Margibi,,Africa,Public health measures,General recommendations,No,All travel in and outside the montserrado and margibi areas are discouraged. ,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1723,Liberia,LBR,,,Africa,Social distancing,Public services closure ,No, No street selling by adults or children is permitted during this period.,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1724,Liberia,LBR,,,Africa,Public health measures,General recommendations,No,Mandatory hand washing with soap and clean water is hereby ordered at home and in all establishments.,,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1725,Liberia,LBR,,,Africa,Public health measures,General recommendations,No,"Community dwellers are asked to report people who show signs and symptoms of the coronavirus such as coughing, fever, and difficulty breathing to the relevant health and sevurity authorities.",,22/03/2020,Ministry of Health,Government,https://emansion.gov.lr/doc/COVID-19%20Declaration%20of%20National%20Health%20Emergency%20-%20MoH.pdf,23/03/2020,https://www.liberianobserver.com/news/covid-19-in-liberia-govt-declares-national-health-emergency/
1726,Liberia,LBR,,,Africa,Public health measures,General recommendations,No,Citizens strongly advised against visiting countries with 200 or more cases of covid-19. Citizens of countries with 200 or more cases strongly discouraged from visiting Liberia. ,,10/03/2020,Ministry of Health,Government,http://moh.gov.lr/wp-content/uploads/Travel-Advisory.pdf,23/03/2020,
734,Libya,LBY,,,Africa,Social and economic measures,State of emergency declared,No,state of emergency declared and establishment of emergency committees in municipalities,,15/03/2020,LibyaObserver,Media,https://www.libyaobserver.ly/inbrief/officials-call-establishment-emergency-committees-wake-coronavirus-scare,16/03/2020,
735,Libya,LBY,,,Africa,Movement restrictions,Border closure ,No,closure of all border crossings,,16/03/2020,Anadolu,Media,https://www.aa.com.tr/en/middle-east/libyan-govt-suspends-flights-in-wake-of-covid-19/1768168,16/03/2020,
741,Libya,LBY,,,Africa,Movement restrictions,International flights suspension,No,flights from and to Misrata airport suspended for three weeks,,16/03/2020,Anadolu,Media,https://www.aa.com.tr/en/middle-east/libyan-govt-suspends-flights-in-wake-of-covid-19/1768168,16/03/2020,
742,Libya,LBY,,,Africa,Social distancing,Limit public gatherings,No,ban of public and social gatherings including restaurants or weddings,,16/03/2020,Anadolu,Media,https://www.aa.com.tr/en/middle-east/libyan-govt-suspends-flights-in-wake-of-covid-19/1768169,16/03/2020,
743,Libya,LBY,,,Africa,Social distancing,Schools closure ,No,closure of educational institutions for 2 weeks,,13/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-libya/libya-closes-schools-over-coronavirus-idUSKBN2102VG,16/03/2020,
744,Libya,LBY,,,Africa,Social distancing,Public services closure ,No,government employees advised to take annual leave,,16/03/2020,LibyaObserver,Media,https://www.libyaobserver.ly/news/libya-closes-land-and-air-ports-takes-measures-prevent-coronavirus,16/03/2020,
846,Libya,LBY,,,Africa,Movement restrictions,Border closure ,No,Closing of all air and land ports of entry for two weeks,,16/03/2020,NRC MERO,Other organisations,Internal Document circulated,18/03/2020,
1941,Libya,LBY,,,Africa,Social distancing,Limit public gatherings,No,Sisha bars and some other cafes that follow health regulations may stay open until 4pm,,16/03/2020,Libya Observer,Media,https://www.libyaobserver.ly/news/libya-closes-land-and-air-ports-takes-measures-prevent-coronavirus,24/03/2020,
1942,Libya,LBY,,,Africa,Public health measures,Strengthening the public health system,No,The Government of National Accord allocated half a billion dinars to prevent the spread of coronavirus in Libya.,,16/03/2020,Libya Observer,Media,https://www.libyaobserver.ly/news/libya-closes-land-and-air-ports-takes-measures-prevent-coronavirus,24/03/2020,
1943,Libya,LBY,,,Africa,Social and economic measures,State of emergency declared,No,,,16/03/2020,Libya Observer,Media,https://www.libyaobserver.ly/news/libya-closes-land-and-air-ports-takes-measures-prevent-coronavirus,24/03/2020,
1944,Libya,LBY,,,Africa,Public health measures,General recommendations,Yes,Libyan consulat in Milan urges citizens to be vigilant and careful if they are in the regions of Northern Italy,,24/02/2020,Libya Observer,Media,https://www.libyaobserver.ly/inbrief/libyan-consulate-milan-issues-warning-citizens-coronavirus,24/03/2020,
1945,Libya,LBY,,,Africa,Public health measures,Strengthening the public health system,No,Import of 150 additional ventilators,,24/03/2020,Libya Observer,Media,https://www.libyaobserver.ly/inbrief/libya-imports-additional-ventilators-against-possible-covid-19-outbreak,24/03/2020,
1946,Libya,LBY,Eastern Libya,,Africa,Movement restrictions,Curfews,No,"Curfew set from 6pm to 6am, extended on 23rd March for 10 days",,18/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-libya-curfew/eastern-libya-imposes-curfew-over-pandemic-idUSKBN21526W,24/03/2020,https://www.reuters.com/article/us-health-coronavirus-libya-curfew/east-libya-imposes-full-curfew-over-coronavirus-idUSKBN21A20W
527,Liechtenstein,LIE,,,Europe,Social distancing,Limit public gatherings,No,closure of restaurants and bars starting 16 March; no more gatherings with more than 5 persons,,16/03/2020,Government,Government,https://www.regierung.li/media/attachments/119-corona-massnahmen-verschaerft-0315.pdf?t=637199612907342827,16/03/2020,
528,Liechtenstein,LIE,,,Europe,Social distancing,Schools closure ,No,closure of all public and private education institutions,,16/03/2020,Government,Government,https://www.regierung.li/media/attachments/115-corona-schliessung-bildungseinrichtungen-0313.pdf?t=637199612907342827,16/03/2020,
529,Liechtenstein,LIE,,,Europe,Social distancing,Limit public gatherings,No,closure of public baths,,12/03/2020,Government,Government,https://www.regierung.li/media/attachments/114-hallenbaeder-geschlossen-0312.pdf?t=637199612907342827,16/03/2020,
1947,Liechtenstein,LIE,,,Europe,Movement restrictions,Border closure ,Yes,"Schellenberg and Mauren will be closed, other areas kept open for transit and people",,18/03/2020,U.K. Government travel advice,Government,https://www.gov.uk/foreign-travel-advice/liechtenstein/coronavirus,24/03/2020,
1948,Liechtenstein,LIE,,,Europe,Social and economic measures,Economic measures,No,"Package included deferral of taxing, short-term work, and liquidity measures",,19/03/2020,Government,Government,https://www.regierung.li/media/attachments/132-massnahmenpaket-wirtschaft-corona.pdf?t=637206550288692988,24/03/2020,
1949,Liechtenstein,LIE,,,Europe,Public health measures,Strengthening the public health system,No,Capacities increased by postponing non essential surgeries and adding capacities at hospitals; drive-through testing implemented,,23/03/2020,Government,Government,https://www.regierung.li/media/attachments/140-corona-regierung-0323.pdf?t=637206550288692988,24/03/2020,
1950,Liechtenstein,LIE,,,Europe,Social distancing,Public services closure ,No,"Events are being banned, public services closed if it is not possible to stick to safety measures; essential services not affected",,19/03/2020,Government,Government,https://www.regierung.li/media/attachments/126-corona-generelles-veranstaltungsverbot-weitere-schliessungen.pdf?t=637206550288692988,24/03/2020,
1951,Liechtenstein,LIE,,,Europe,Public health measures,Awareness campaigns,No,Information hotline implemented,,18/03/2020,Government,Government,https://www.regierung.li/media/attachments/131-corona-hotline-0318.pdf?t=637206550288692988,24/03/2020,
1952,Liechtenstein,LIE,,,Europe,Public health measures,Awareness campaigns,Yes,Skiers coming home from abroad should observe their health carefully,,14/03/2020,Government,Government,https://www.regierung.li/media/attachments/118-corona-rueckkehrer-skiferien-0314.pdf?t=637206550288692988,24/03/2020,
1953,Liechtenstein,LIE,,,Europe,Social distancing,Public services closure ,Yes,Visits in elderly homes banned,,11/03/2020,Government,Government,https://www.regierung.li/media/attachments/111-corona-besuchverbot-pflegeheim.pdf?t=637206550288692988,24/03/2020,
1954,Liechtenstein,LIE,,,Europe,Public health measures,Awareness campaigns,No,General awareness information for population,,26/02/2020,Government,Government,https://www.regierung.li/media/attachments/80-coronavirus.pdf?t=637206550288692988,24/03/2020,
1955,Liechtenstein,LIE,,,Europe,Social distancing,Limit public gatherings,No,Max 1000 people events are still allowed,,28/02/2020,Government,Government,https://www.regierung.li/media/attachments/86-durchfuehrung-veranstaltungen.pdf?t=637206550288692988,24/03/2020,
2064,Liechtenstein,LIE,,,Europe,Social and economic measures,Economic measures,No,Sunday-ban on trucks being lifted to ensure smooth supply lines,Not applicable,19/03/2020,Government,Government,https://www.llv.li/medienmitteilungen/detail/3624/aussetzung-sonntagsfahrverbot-am-19032020,24/03/2020,
428,Lithuania,LTU,,,Europe,Public health measures,Introduction of quarantine policies,Yes,"All travellers from the Italian regions of Veneto, Lombardy, Piedmont and Emilia-Romagna will still be checked onboard the plane, their contact details will be collected so that the operators of the National Health Center can contact them for the next two weeks and monitor their health.",Not applicable,,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,16/03/2020,
431,Lithuania,LTU,,,Europe,Movement restrictions,Border closure ,No,"With execeptions of freight, diplomatic persons, and their family members",Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,16/03/2020,
432,Lithuania,LTU,,,Europe,Movement restrictions,Domestic travel restrictions,No,In country travels limitations and 1 meter distance between people.,Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,16/03/2020,
433,Lithuania,LTU,,,Europe,Movement restrictions,Border closure ,Yes,Cruises can't enter ports.,Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,16/03/2020,https://www.lrt.lt/en/news-in-english/19/1151486/lithuania-calls-nationwide-quarantine-shutting-non-essential-shops-and-closing-border-to-foreigners
2065,Lithuania,LTU,,,Europe,Public health measures,Introduction of quarantine policies,No,"People returning from abroad should home-quaratine for 14 days, exception of drivers and alike",Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2066,Lithuania,LTU,,,Europe,Social distancing,Changes in prison-related policies,No,"Visits, except for lawyers prohibited",Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2067,Lithuania,LTU,,,Europe,Social distancing,Public services closure ,No,"Bars, restaurants, hotels and alike to be closed",Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2068,Lithuania,LTU,,,Europe,Social distancing,Limit public gatherings,No,In-door and out-door events prohibited,Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2069,Lithuania,LTU,,,Europe,Public health measures,Strengthening the public health system,No,Capacity freed and non-essential health services to be postponed,Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2070,Lithuania,LTU,,,Europe,Social distancing,Public services closure ,No,"Attending all inpatient social service establishments, foster families, group and community homes shall be prohibited.",Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2071,Lithuania,LTU,,,Europe,Public health measures,General recommendations,No,The citizens of the Republic of Lithuania are adviced against leaving the country,Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,http://lrv.lt/en/relevant-information/coronavirus-in-lithuania/relevant-information-1/important-information-to-foreign-nationals-in-lithuania
2072,Lithuania,LTU,,,Europe,Social and economic measures,State of emergency declared,Yes,,Not applicable,26/02/2020,Embassy of Lithuania to Finland,Government,https://fi.mfa.lt/fi/en/,24/03/2020,
2073,Lithuania,LTU,,,Europe,Social distancing,Schools closure ,No,For two weeks initially,Not applicable,16/03/2020,Ministry of Health,Government,http://sam.lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution,24/03/2020,
2074,Lithuania,LTU,,,Europe,Public health measures,Introduction of quarantine policies,Yes,"All people arriving at airport to be mandatory quaratined, some foreigners (e.g. transit) may be exempted",Not applicable,24/03/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1154680/all-travelers-arriving-at-vilnius-airport-to-be-quarantined,24/03/2020,
2075,Lithuania,LTU,,,Europe,Social distancing,Limit public gatherings,Yes,"Supermarkets are required to implement cautionary measures, including disinfection of baskets and minimum distances",Not applicable,24/03/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1154554/supermarkets-in-lithuania-ordered-to-limit-shopper-flows,24/03/2020,
2076,Lithuania,LTU,,,Europe,Public health measures,Strengthening the public health system,No,Purchasing of additional 2mio respirators and 6mio masks from China,Not applicable,20/03/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1153522/lithuania-buying-2m-respirators-and-6m-masks-from-china,24/03/2020,
2077,Lithuania,LTU,,,Europe,Public health measures,Strengthening the public health system,No,The Lithuanian government has decided to use 1.2 million euros from the state reserve for coronavirus prevention.,Not applicable,12/03/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1150609/lithuanian-government-allocates-eur1-2m-for-coronavirus-prevention,24/03/2020,
2078,Lithuania,LTU,,,Europe,Social distancing,Limit public gatherings,Yes,Inside events for the Independence day canceled ,Not applicable,11/03/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1147470/coronavirus-lithuanian-parliament-cancels-independence-day-events,24/03/2020,
2079,Lithuania,LTU,,,Europe,Movement restrictions,Border checks ,No,Health monitoring of people arriving at borders or sea port; focus on obtaining information from people arriving from China,Not applicable,27/01/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1137153/lithuanian-border-guards-to-monitor-cars-amid-coronavirus-outbreak,24/03/2020,
2121,Lithuania,LTU,,,Europe,Social and economic measures,Economic measures,No,"Economic plan, including loans, deferral of payments and taxes",Not applicable,16/03/2020,LRT news,Media,https://www.lrt.lt/en/news-in-english/19/1152162/lithuanian-government-s-business-support-plan-10-key-measures,24/03/2020,
520,Luxembourg,LUX,,,Europe,Lockdown,Partial lockdown,No,traffic is limited to essential trips only ,,16/03/2020,Government of Iceland,Government,https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2020/03-mars/15-nouvelles-mesures-coronavirus.html,16/03/2020,
532,Luxembourg,LUX,,,Europe,Social distancing,Schools closure ,No,closure of all education facilities for 2 weeks starting 16 March,,16/03/2020,Government,Government,https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2020/03-mars/12-cdg-extraordinaire-coronavirus.html,16/03/2020,
533,Luxembourg,LUX,,,Europe,Social distancing,Limit public gatherings,No,"closure of public facilities such as bars, restaurants, public baths",,16/03/2020,Government,Government,https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2020/03-mars/15-nouvelles-mesures-coronavirus.html,16/03/2020,
2122,Luxembourg,LUX,,,Europe,Public health measures,Awareness campaigns,No,General awareness and general hygiene recommendations,Not applicable,29/02/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B02-fevrier%2B29-coronavirus.html,24/03/2020,
2123,Luxembourg,LUX,,,Europe,Public health measures,Awareness campaigns,Yes,Health information hotline implemented,Not applicable,,Ministry of Health,Government,https://msan.gouvernement.lu/en/dossiers/2020/corona-virus.html,24/03/2020,
2124,Luxembourg,LUX,,,Europe,Social and economic measures,State of emergency declared,No,,Not applicable,18/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B17-declaration-premier-chd.html,24/03/2020,https://today.rtl.lu/news/luxembourg/a/1485880.html
2125,Luxembourg,LUX,,,Europe,Lockdown,Partial lockdown,No,"Leaving is allowed for essentials, to get fresh air and work (if home office is not applicable)",Fines,17/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B17-declaration-premier-chd.html,24/03/2020,https://today.rtl.lu/news/luxembourg/a/1485880.html
2126,Luxembourg,LUX,,,Europe,Social and economic measures,Economic measures,No,"Deferral of tax payments, reimbursement of VAT credit balances, liquidity measures",Not applicable,17/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B17-declaration-premier-chd.html,24/03/2020,
2127,Luxembourg,LUX,,,Europe,Social distancing,Public services closure ,No,"Visits to hospitals, elderly homes and alike banned (with exceptions)",Not applicable,13/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B12-cdg-extraordinaire-coronavirus.html,24/03/2020,https://today.rtl.lu/news/luxembourg/a/1485880.html
2128,Luxembourg,LUX,,,Europe,Social distancing,Limit public gatherings,No,Events in confined spaces with more than 100 people are prohibited and events in non-confined spaces with more than 500 people are prohibited,Not applicable,13/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B12-cdg-extraordinaire-coronavirus.html,24/03/2020,
2129,Luxembourg,LUX,,,Europe,Public health measures,General recommendations,Yes,Vulnerable people adviced to avoid crowds and adapt their behaviour to be less at-risk (e.g. people with existing conditions),Not applicable,13/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B12-cdg-extraordinaire-coronavirus.html,24/03/2020,
2130,Luxembourg,LUX,,,Europe,Public health measures,Strengthening the public health system,No,Establishment of separate COVID centers to avoid transmission in health settings,Not applicable,18/03/2020,Ministry of Health,Government,https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B18-covid19-maisonsmedicales.html,24/03/2020,
2131,Luxembourg,LUX,,,Europe,Social and economic measures,Emergency administrative structures activated or established,No,,Not applicable,11/03/2020,Government,Government,https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2020/03-mars/11-covid19-point.html,24/03/2020,
2132,Luxembourg,LUX,,,Europe,Social distancing,Limit public gatherings,Yes,For vulnerable groups and online shop for essentials with home delivery was set up,Not applicable,19/03/2020,Government,Government,https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2020/03-mars/19-corona-letzshop.html,24/03/2020,
2133,Luxembourg,LUX,,,Europe,Social distancing,Public services closure ,Yes,Stopping of long-distance train services to Paris with the TGV,Not applicable,20/03/2020,Government,Government,https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2020/03-mars/23-adaptations-transport.html,24/03/2020,
2134,Luxembourg,LUX,,,Europe,Public health measures,Strengthening the public health system,No,"Through online platform volunteers are being recruited and all health professionals are mandated to register that do not already work (e.g. retired, students, ...)",Not applicable,23/03/2020,Government,Government,https://coronavirus.gouvernement.lu/fr/communications-officielles.gouvernement%2Bfr%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B23-plateforme-benevoles.html,24/03/2020,
213,Madagascar,MDG,,,Africa,Movement restrictions,International flights suspension,Yes,"Fligts from China, Italy, South Korea, or Iran",Not applicable,10/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/?_ga=2.16924089.1601748976.1584185584-1155192847.1584185584,15/03/2020,
216,Madagascar,MDG,,,Africa,Public health measures,Introduction of quarantine policies,Yes,International passengers with symptoms,Not applicable,10/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/?_ga=2.16924089.1601748976.1584185584-1155192847.1584185584,15/03/2020,
762,Madagascar,MDG,,,Africa,Movement restrictions,International flights suspension,Yes,Flights to Europe for 30 days (La Réunion and Mayotte included),,19/03/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,17/03/2020,
764,Madagascar,MDG,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Every person coming from Europe before 19.03 is quarantined.,,19/03/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,17/03/2020,
766,Madagascar,MDG,,,Africa,Movement restrictions,Visa restrictions,Yes,"Everyone from Europe, La Réunion, Mayotte, China, South Korea and Iran cannot enter the country.",,20/03/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,17/03/2020,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/
1603,Madagascar,MDG,,,Africa,Movement restrictions,International flights suspension,No,All international and regional flights suspended for a period of 30 days,,21/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
