record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_clean,date_of_update,status,subpopulation,required,enforcement,details,status_simp
345,2020-04-01T23:39:50Z,Yes,LUX,Luxembourg,NA,NA,NA,Testing of symptomatic individuals,2020-03-26,all,NA,NA,NA,"Opening for four new advanced care centers with dual purpose designed to accommodate patients with signs of COVID19 infection AND designed to accommodate patients who come to the center with no signs of COVID19 infection. Patients who are suspected by the physician of having COVID19 infection are tested on site. If the test is positive, they are redirected according to their state of health. Either they can go home for selfisolation or they are transferred to a hospital structure in a specially equipped ambulance if their state of health requires it.",closed/restricted/all/yes
345,2020-04-01T23:39:50Z,Yes,LUX,Luxembourg,NA,NA,NA,Testing of asymptomatic individuals,2020-03-26,all,NA,NA,NA,"Opening for four new advanced care centers with dual purpose designed to accommodate patients with signs of COVID19 infection AND designed to accommodate patients who come to the center with no signs of COVID19 infection. Patients who are suspected by the physician of having COVID19 infection are tested on site. If the test is positive, they are redirected according to their state of health. Either they can go home for selfisolation or they are transferred to a hospital structure in a specially equipped ambulance if their state of health requires it.",closed/restricted/all/yes
346,2020-04-01T23:48:50Z,Yes,LUX,Luxembourg,NA,NA,NA,Public transportation closures,2020-03-23,partially closed,entire population,NA,NA,"Cancellation of longplanned public engineering works, service for people with reduced mobility canceled, bus service and lines offered at reduced schedules, TGV services to Paris and the South of France cancelled until further notice all from 24 March onwards","partially closed/partially restricted/
recommended/some"
347,2020-04-01T23:50:29Z,Yes,TWN,Taiwan,NA,NA,NA,Contact tracing,2020-03-19,complete contact tracing,NA,NA,NA,All contacts of a confirmed case were required for selfquarantine/selfisolation at home for 14 days. Universal precautions and use of facial masks were advised besides proper physical distancing  1m within the household.,NA
348,2020-04-01T23:53:35Z,Yes,LUX,Luxembourg,NA,NA,NA,Public transportation closures,2020-03-24,partially closed,entire population,NA,NA,Change in bus line at the Lux/German border following border closure,"partially closed/partially restricted/
recommended/some"
349,2020-04-01T23:55:33Z,Yes,LUX,Luxembourg,NA,NA,NA,Public transportation closures,2020-03-30,partially closed,entire population,NA,NA,Several bus lines terminated and first phase of multiyear effort to reorganize and implement revised bus network schedule delayed to September 2020 by four months.,"partially closed/partially restricted/
recommended/some"
349,2020-04-01T23:55:33Z,Yes,LUX,Luxembourg,NA,NA,NA,Public space closures,2020-03-23,closed,entire population,required,NA,Treatment centers for athletes medical/rehab/training closed.,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for entering by land,2020-01-22,partially closed,geographic subpopulation,NA,NA,Stop buses from and to Wuhan city,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for leaving by land,2020-01-22,partially closed,geographic subpopulation,NA,NA,Stop buses from and to Wuhan city,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Nursery school closures,2020-02-17,closed,entire population,required,NA,NA,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Primary school closures,2020-02-17,closed,entire population,required,NA,NA,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Secondary school closures,2020-02-17,closed,entire population,required,NA,NA,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Post-secondary school closures,2020-02-17,closed,entire population,required,NA,NA,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Limiting movement within borders,2020-01-29,partially restricted,entire population,NA,NA,Stop most inner  city buses,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Household confinement,2020-01-27,fully restricted,entire population,recommended,NA,Suggest residents not to visit others home,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Nursing home/long-term care closures,2020-01-27,closed,entire population,required,NA,NA,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Office closures,2020-01-28,closed,entire population,required,NA,Offices closures until Feb 10 except essential ones,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,"Leisure, entertainment, and religious venue closures",2020-01-24,partially closed,entire population,required,NA,Religious venues are closed,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Public transportation closures,2020-01-27,partially closed,entire population,recommended,NA,"Recommend increasing departure interval, changing the departure time of the earliest and latest ones, reducing frequency","partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Public space closures,2020-03-15,open,entire population,recommended,NA,"Open public libraries, museums and art galleys with low or medium risks of COVID19 generally.",open/no/no policy
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Limiting size of gatherings,2020-01-20,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Contact tracing,2020-01-22,complete contact tracing,NA,NA,NA,NA,NA
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Testing of symptomatic individuals,2020-01-28,some,symptom severity;hospitalization;travel history,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Testing of asymptomatic individuals,2020-02-19,some,travel history,NA,NA,Truck drivers from Hubei provinces and those who have stayed in Hubei,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Universal facemask policies,2020-01-20,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Military and police deployment,2020-01-26,yes,NA,NA,NA,NA,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,State of emergency,2020-01-24,yes,NA,NA,NA,Public health emergency  level 1,closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Symptom screening when entering by land,2020-01-23,required,geographic subpopulation,NA,NA,"Set checkpoints in crowded places such as bus stations, docks, highway entrances and exits",closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Symptom screening when entering by sea,2020-01-23,required,entire population,NA,NA,"Set checkpoints in crowded places such as bus stations, docks, highway entrances and exits",closed/restricted/all/yes
350,2020-04-02T00:43:17Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Symptom screening at checkpoints within borders,2020-01-23,required,random sample,NA,NA,"Set checkpoints in crowded places such as bus stations, docks, highway entrances and exits",closed/restricted/all/yes
351,2020-04-02T00:48:56Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Household confinement,2020-04-03,fully restricted,entire population,required,Yes,"Executive order given on 01 Apr 2020; Goes into effect on 03 Apr 2020 at 5pmShelter in place; evictions suspended;  nonessential businesses & operations cease; restaurants can continue to serve delivery, takeout, and curbside; no gatherings public or private of10 or more people; suspension of public access to parks, beaches, lakes, reservoirs; walking trails remain open to be public but social distancing rules 6 feet btwn people apply; Essential work, medicine/healthcare procurement, grocery/food/sanitation  procurement, and outdoor recreation are the only acceptable reasons to leave an individuals household/place of residence",closed/restricted/all/yes
352,2020-04-02T02:18:56Z,No,USA,United States of America,USA.2_1,Alaska,NA,Nursery school closures,2020-03-27,closed,entire population,required,NA,"Effective today, the following shall be closeda. Inperson instruction or classes at schools, public and private, including but not limited to elementary, secondary, postsecondary, technical, or specialty schools, and colleges and universities.",closed/restricted/all/yes
352,2020-04-02T02:18:56Z,No,USA,United States of America,USA.2_1,Alaska,NA,Primary school closures,2020-03-27,closed,entire population,required,NA,"Effective today, the following shall be closeda. Inperson instruction or classes at schools, public and private, including but not limited to elementary, secondary, postsecondary, technical, or specialty schools, and colleges and universities.",closed/restricted/all/yes
352,2020-04-02T02:18:56Z,No,USA,United States of America,USA.2_1,Alaska,NA,Secondary school closures,2020-03-27,closed,entire population,required,NA,"Effective today, the following shall be closeda. Inperson instruction or classes at schools, public and private, including but not limited to elementary, secondary, postsecondary, technical, or specialty schools, and colleges and universities.",closed/restricted/all/yes
352,2020-04-02T02:18:56Z,No,USA,United States of America,USA.2_1,Alaska,NA,Post-secondary school closures,2020-03-27,closed,entire population,required,NA,"Effective today, the following shall be closeda. Inperson instruction or classes at schools, public and private, including but not limited to elementary, secondary, postsecondary, technical, or specialty schools, and colleges and universities.",closed/restricted/all/yes
352,2020-04-02T02:18:56Z,No,USA,United States of America,USA.2_1,Alaska,NA,Nursing home/long-term care closures,2020-03-19,closed,entire population,required,NA,"Effective immediately, all Hospitals and Nursing Home/Long Term Care Facilities including Assisted Living and Specialty Care Assisted Living Facilities shall prohibit visitation of all visitors and nonessential health care personnel, except for certain compassionate care situations such as maternity and endoflife.",closed/restricted/all/yes
352,2020-04-02T02:18:56Z,No,USA,United States of America,USA.2_1,Alaska,NA,Limiting size of gatherings,2020-03-18,required,other subpopulation,NA,NA,"Limiting gatherings by age Emergency Order by State Health Officer to suspend public gatherings for 5 counties Blount, Saint Clair, Shelby, Tuscaloosa, and Walker as of 3/18, all Senior Citizen Center gatherings closed.",closed/restricted/all/yes
353,2020-04-02T02:37:12Z,No,USA,United States of America,USA.1_1,Alabama,NA,Limiting size of gatherings,2020-03-20,no,other subpopulation,NA,NA,"Effective Friday, March 20, 2020, all Senior Citizen Center gatherings shall be closed.",open/no/no policy
354,2020-04-02T02:42:28Z,No,USA,United States of America,USA.1_1,Alabama,NA,Limiting size of gatherings,2020-03-28,required,entire population,NA,NA,"Effective March 28, 2020 at 500P.M., all nonwork related gatherings of 10 persons or more, or nonwork related gatherings of any size that cannot maintain a consistent sixfoot distance between persons, are prohibited. Employers shall take all reasonable steps to meet these standards for employees and customers.",closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for entering by land,2020-01-25,partially closed,geographic subpopulation,NA,NA,Stop buses from and to Hubei province.,"partially closed/partially restricted/
recommended/some"
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for leaving by land,2020-01-25,partially closed,geographic subpopulation,NA,NA,Stop buses from and to Hubei province.,"partially closed/partially restricted/
recommended/some"
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Nursery school closures,2020-02-29,closed,entire population,required,NA,"Close nursery, primary school, secondary school and postsecondary school until the end of Feb.",closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Primary school closures,2020-02-29,closed,entire population,required,NA,"Close nursery, primary school, secondary school and postsecondary school until the end of Feb.",closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Secondary school closures,2020-02-29,closed,entire population,required,NA,"Close nursery, primary school, secondary school and postsecondary school until the end of Feb.",closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Post-secondary school closures,2020-02-29,closed,entire population,required,NA,"Close nursery, primary school, secondary school and postsecondary school until the end of Feb.",closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Limiting movement within borders,2020-01-30,partially restricted,entire population,NA,NA,Stop inner  city passenger traffic of 10 cities,"partially closed/partially restricted/
recommended/some"
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Office closures,2020-02-06,open,entire population,required,NA,Enterprises owned by country generally,open/no/no policy
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,"Leisure, entertainment, and religious venue closures",2020-01-27,partially closed,entire population,required,NA,Public sports venues are closed,"partially closed/partially restricted/
recommended/some"
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Public transportation closures,2020-02-12,open,NA,required,NA,Resumption of public transportation and taxis,open/no/no policy
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Limiting size of gatherings,NA,unknown,NA,NA,NA,NA,NA
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Testing of symptomatic individuals,2020-02-19,some,other,NA,NA,Truck drivers from provinces except Hubei with symptoms like fever and cough,"partially closed/partially restricted/
recommended/some"
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Universal facemask policies,2020-01-27,required,other subpopulation,NA,NA,"Passengers in taxis, subways and on buses should wear masks",closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,State of emergency,2020-02-24,yes,NA,NA,NA,Public health emergency  level 2,closed/restricted/all/yes
355,2020-04-02T02:50:42Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Symptom screening when entering by air,2020-01-27,required,entire population,NA,NA,NA,closed/restricted/all/yes
356,2020-04-02T02:53:49Z,No,USA,United States of America,USA.1_1,Alabama,NA,Limiting size of gatherings,2020-03-27,required,other subpopulation,NA,NA,"Effective today, the following shall be closedb. Facilities providing child day care, including any child day care facility described in Ala Code 3872 at which 12 or more children are in a room or other enclosed or separated space at the same time.",closed/restricted/all/yes
357,2020-04-02T03:05:48Z,No,CHN,China,CHN.21_1,Qinghai,NA,Household confinement,2020-02-06,partially restricted,geographic subpopulation,required,NA,"The epidemic is not severe in Qinghai, so there is no policy between 1st Jan to 2nd Feb","partially closed/partially restricted/
recommended/some"
357,2020-04-02T03:05:48Z,No,CHN,China,CHN.21_1,Qinghai,NA,Contact tracing,2020-01-28,complete contact tracing,NA,NA,NA,I am not sure about the specific date because what I found is the statistics that released by 28st jan so I just put the date on,NA
357,2020-04-02T03:05:48Z,No,CHN,China,CHN.21_1,Qinghai,NA,Testing of symptomatic individuals,2020-01-23,all,NA,NA,NA,It started right after the coronavirus spreading. There is no specific date of the testing.,closed/restricted/all/yes
357,2020-04-02T03:05:48Z,No,CHN,China,CHN.21_1,Qinghai,NA,Testing of asymptomatic individuals,2020-01-23,all,NA,NA,NA,There is no specific date of releasing the policy. There is only regular release of testing statistics.,closed/restricted/all/yes
357,2020-04-02T03:05:48Z,No,CHN,China,CHN.21_1,Qinghai,NA,Universal facemask policies,2020-02-01,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
357,2020-04-02T03:05:48Z,No,CHN,China,CHN.21_1,Qinghai,NA,State of emergency,2020-03-08,yes,NA,NA,NA,The state of emergency change from level3 down to level 4 on 8st Mar.,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for entering by land,2020-01-27,closed,NA,NA,NA,Stop interprovince buses from and to Jiangsu province,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for leaving by land,2020-01-27,closed,NA,NA,NA,Stop interprovince buses from and to Jiangsu province,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Nursery school closures,2020-03-01,closed,entire population,required,NA,Delay opening time of term,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Primary school closures,2020-03-01,closed,entire population,required,NA,Delay opening time of term,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Secondary school closures,2020-03-01,closed,entire population,required,NA,Delay opening time of term,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Post-secondary school closures,2020-03-01,closed,entire population,required,NA,Delay opening time of term,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Limiting movement within borders,2020-02-11,fully restricted,NA,NA,NA,Local taxis shouldnt leave the city,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Office closures,2020-02-18,open,entire population,recommended,NA,NA,open/no/no policy
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,"Leisure, entertainment, and religious venue closures",2020-02-19,open,entire population,required,NA,Outdoor sports venues are generally open,open/no/no policy
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Universal facemask policies,2020-02-08,required,entire population,NA,NA,Residents must wear maks when going out,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,State of emergency,2020-03-27,yes,NA,NA,NA,Public health emergency  level 3,closed/restricted/all/yes
358,2020-04-02T03:41:30Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Symptom screening at checkpoints within borders,2020-01-28,required,geographic subpopulation,NA,NA,Individuals who come back to Jiangsu for work lately should be screened for symptoms. People who have been to or come from epidemic areas should be screened for symptoms,closed/restricted/all/yes
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for entering by air,2020-01-27,partially closed,geographic subpopulation,NA,NA,"Stop flights, railways and passenger traffic from and to Hubei province","partially closed/partially restricted/
recommended/some"
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for entering by land,2020-01-27,partially closed,geographic subpopulation,NA,NA,"Stop flights, railways and passenger traffic from and to Hubei province","partially closed/partially restricted/
recommended/some"
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for leaving by air,2020-01-27,partially closed,geographic subpopulation,NA,NA,"Stop flights, railways and passenger traffic from and to Hubei province","partially closed/partially restricted/
recommended/some"
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Border closures for leaving by land,2020-01-27,partially closed,geographic subpopulation,NA,NA,"Stop flights, railways and passenger traffic from and to Hubei province","partially closed/partially restricted/
recommended/some"
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Secondary school closures,2020-03-20,open,other subpopulation,required,NA,Senior students of secondary schools go back to schools generally,open/no/no policy
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,Limiting movement within borders,2020-02-12,unrestricted,NA,NA,NA,Resumption of innercity passenger traffic,NA
359,2020-04-02T04:21:09Z,No,CHN,China,CHN.15_1,Jiangsu,NA,"Leisure, entertainment, and religious venue closures",NA,unknown,NA,recommended,NA,NA,NA
360,2020-04-02T05:54:40Z,Yes,TWN,Taiwan,NA,NA,NA,Public transportation closures,2020-04-01,partially closed,other subpopulation,required,NA,Individuals receiving home quarantine notes were not allowed to take any domestic flights or boats during the quarantine period.,"partially closed/partially restricted/
recommended/some"
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Household confinement,2020-01-28,unrestricted,NA,recommended,NA,NA,NA
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Nursing home/long-term care closures,2020-01-28,closed,entire population,required,NA,NA,closed/restricted/all/yes
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Limiting size of gatherings,2020-01-28,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Contact tracing,2020-01-23,complete contact tracing,NA,NA,NA,NA,NA
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Testing of symptomatic individuals,2020-01-23,all,NA,NA,NA,NA,closed/restricted/all/yes
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Testing of asymptomatic individuals,2020-01-28,some,travel history;contact with case;other potential exposure,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Universal facemask policies,2020-01-28,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Symptom screening at checkpoints within borders,2020-01-28,required,geographic subpopulation,NA,NA,NA,closed/restricted/all/yes
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Restaurant closures (excluding takeout/delivery),2020-01-28,open,entire population,recommended,NA,NA,open/no/no policy
362,2020-04-02T06:09:40Z,No,CHN,China,CHN.20_1,Ningxia Hui,NA,Limiting number of patrons in restaurants,2020-01-28,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Nursery school closures,2020-03-25,closed,entire population,required,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Primary school closures,2020-03-25,closed,entire population,required,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Secondary school closures,2020-03-25,closed,entire population,required,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Post-secondary school closures,2020-03-25,closed,entire population,required,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Household confinement,2020-01-27,fully restricted,entire population,recommended,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Limiting size of gatherings,2020-01-27,no,entire population,NA,NA,NA,open/no/no policy
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Contact tracing,2020-01-27,complete contact tracing,NA,NA,NA,NA,NA
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Testing of symptomatic individuals,2020-02-01,some,symptom severity;hospitalization;travel history,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Universal facemask policies,2020-01-27,recommended,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Military and police deployment,2020-01-27,yes,NA,NA,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,State of emergency,2020-01-27,yes,NA,NA,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Symptom screening when entering by air,2020-01-27,required,entire population,NA,NA,NA,closed/restricted/all/yes
363,2020-04-02T06:24:12Z,No,CHN,China,CHN.29_1,Xizang,NA,Symptom screening when entering by land,2020-01-27,required,entire population,NA,NA,NA,closed/restricted/all/yes
364,2020-04-02T06:24:18Z,Yes,TWN,Taiwan,NA,NA,NA,Household confinement,2020-04-03,fully restricted,other subpopulation,required,Yes,All passengers who were or have been symptomatic in the prior 14 days before returning to Taiwan are required to selfquarantine at home for 14 days upon arrival in Taiwan.,closed/restricted/all/yes
365,2020-04-02T06:42:36Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Border closures for leaving by air,2020-03-11,partially closed,other subpopulation,NA,NA,Suspended outofstate travel for state employees,"partially closed/partially restricted/
recommended/some"
365,2020-04-02T06:42:36Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Border closures for leaving by land,2020-03-11,partially closed,other subpopulation,NA,NA,Suspended outofstate travel for state employees,"partially closed/partially restricted/
recommended/some"
365,2020-04-02T06:42:36Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Office closures,2020-03-11,partially closed,other subpopulation,recommended,NA,"Encouraged all businesses to allow employees to work from home if at all possible. If not possible, people should spread out in meeting and work spaces by increasing distance between seats.","partially closed/partially restricted/
recommended/some"
365,2020-04-02T06:42:36Z,No,USA,United States of America,USA.18_1,Kentucky,NA,"Leisure, entertainment, and religious venue closures",2020-03-11,partially closed,entire population,recommended,NA,1 Advised that all community gatherings should be cancelled or postponed.2 Recommended social distancing for everyone had been for just highrisk people.,"partially closed/partially restricted/
recommended/some"
366,2020-04-02T07:09:00Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Primary school closures,2020-03-16,closed,entire population,recommended,NA,"Gov. Andy Beshear recommended that all school superintendents consider ceasing inperson classes for an extended period of time beginning Monday, March 16.",closed/restricted/all/yes
366,2020-04-02T07:09:00Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Secondary school closures,2020-03-16,closed,entire population,recommended,NA,"Gov. Andy Beshear recommended that all school superintendents consider ceasing inperson classes for an extended period of time beginning Monday, March 16.",closed/restricted/all/yes
367,2020-04-02T07:13:27Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Public space closures,2020-03-13,partially closed,other subpopulation,recommended,NA,"1 recommended the temporary closure of senior centers but food delivery still allowed.2 new guidance that state boards and commissions cancel any scheduled inperson meetings, and instead use video teleconference technology.","partially closed/partially restricted/
recommended/some"
368,2020-04-02T07:36:07Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Nursery school closures,2020-03-20,partially closed,entire population,required,NA,"Childcare centers to close by FridayThe policy will be forthcoming, but will include an exception for health care workers, and there will be some onsite employer exceptions.","partially closed/partially restricted/
recommended/some"
368,2020-04-02T07:36:07Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Office closures,2020-03-17,closed,other subpopulation,required,NA,"Closing of inperson government servicesBy 5 p.m. Tuesday, March 17, Gov. Beshear said he was going to close government offices around the state to inperson services.",closed/restricted/all/yes
368,2020-04-02T07:36:07Z,No,USA,United States of America,USA.18_1,Kentucky,NA,Restaurant closures (excluding takeout/delivery),2020-03-16,closed,entire population,required,NA,"Food & beverage sales restricted to takeout, drivethrough, or delivery.",closed/restricted/all/yes
369,2020-04-02T07:47:23Z,No,USA,United States of America,USA.33_1,New York,NA,Primary school closures,2020-03-12,closed,geographic subpopulation,recommended,NA,"Schools, Houses of Worship and Other Large Gathering Facilities to Be Temporarily Closed for TwoWeek Period in Highest Impacted Area of New Rochelle from March 1225",closed/restricted/all/yes
369,2020-04-02T07:47:23Z,No,USA,United States of America,USA.33_1,New York,NA,Secondary school closures,2020-03-12,closed,geographic subpopulation,recommended,NA,"Schools, Houses of Worship and Other Large Gathering Facilities to Be Temporarily Closed for TwoWeek Period in Highest Impacted Area of New Rochelle from March 1225",closed/restricted/all/yes
369,2020-04-02T07:47:23Z,No,USA,United States of America,USA.33_1,New York,NA,"Leisure, entertainment, and religious venue closures",2020-03-12,partially closed,geographic subpopulation,recommended,NA,"Schools, Houses of Worship and Other Large Gathering Facilities to Be Temporarily Closed for TwoWeek Period in Highest Impacted Area of New Rochelle from March 1225","partially closed/partially restricted/
recommended/some"
369,2020-04-02T07:47:23Z,No,USA,United States of America,USA.33_1,New York,NA,Public space closures,2020-04-01,partially closed,geographic subpopulation,recommended,NA,playgrounds closed in NYChttps//www.governor.ny.gov/news/videoaudiorushtranscriptamidongoingcovid19pandemicgovernorcuomoannouncesnewyork,"partially closed/partially restricted/
recommended/some"
369,2020-04-02T07:47:23Z,No,USA,United States of America,USA.33_1,New York,NA,State of emergency,2020-03-07,yes,NA,NA,NA,NA,closed/restricted/all/yes
