"","unique_id","date_announced","date_start","date_end","type","type_sub_cat","description","country","enforcer","target_geog_level","init_country_level","link","province"
"2595","PE048",2020-04-04,2020-04-04,NA,"Health Resources",NA,"Who: Prince Edward Island College of Pharmacy
What: Published guidelines on modified prescribing capabilities for pharmacists
Effective until:","Canada","Prince Edward Island College of Pharmacy","Provincial","Provincial","https://www.pepharmacists.ca/site/exemption?nav=04","Prince Edward Island"
"2596","PE049-business",2020-04-09,2020-04-09,"2020-06-01","Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island, Fisheries and Oceans Canada
What: Delayed opening of recreational fishing season for both tidal and inland water
Effective until: 2020-06-01","Canada","Government of Prince Edward Island, Fisheries and Oceans Canada","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/recreational-fishing-season-delayed-until-at-least-june-1, http://www.inter.dfo-mpo.gc.ca/Gulf/Orders-Registry/Report?order_id=6833","Prince Edward Island"
"2597","PE050",2020-04-14,2020-04-14,NA,"Public Awareness Measures",NA,"Who: Chief Public Health Officer, Government of Prince Edward Island
What: Released projections for cases
Effective until:","Canada","Chief Public Health Officer, Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-releases-covid-19-modeling","Prince Edward Island"
"2598","PE051-health_res",2020-04-15,2020-04-15,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Government of Prince Edward Island, Department of Health and Wellness 
What: Ordered dentists, optometrists, ophthalmologists, physical therapists, occupational therapists, podiatrists and other regulated health professionals to provide only urgent care. All non-urgent services to be rescheduled.
Effective until:","Canada","Government of Prince Edward Island, Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/closures-due-to-covid-19
https://www.princeedwardisland.ca/en/information/health-and-wellness/essential-and-non-essential-services-covid-19","Prince Edward Island"
"2599","PE052",2020-03-09,NA,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate","Who: Government of Prince Edward Island
What: Launched a dedicated government web page for COVID-19
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/coronavirus-covid-19-travel-update","Prince Edward Island"
"2600","PE054",2020-04-06,NA,NA,"Health Resources","Other Health Infrastructure","Who: Government of Prince Edward Island, Chief Public Health Officer, Chief Nursing Officer
What: Published plans for a virtual care platform for health care workers.
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer, Chief Nursing Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/chief-public-health-officer-says-the-worst-of-covid-19-is-not-over-for-pei","Prince Edward Island"
"2601","PE055-business",NA,NA,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: As of March 25, provincial parks remain open except for playgrounds. 
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.tourismpei.com/pei-provincial-parks, https://www.cbc.ca/news/canada/prince-edward-island/pei-covid-19-wednesday-march-25-1.5509181","Prince Edward Island"
"2602","PE056",NA,NA,NA,"Restriction and Regulation of Government Services",NA,"Who: College of Registered Nurses of Prince Edward Island
What: Waived or modified registration requirements for former registered nurses/nurse practitioners, allowing them to apply for temporary emergency registration during the pandemic; valid for 3 months
Effective until:","Canada","College of Registered Nurses of Prince Edward Island","Provincial","Provincial","https://immediac.blob.core.windows.net/crnpei/pdf/Registration%20Applications/Registration%20Application%20Temporary%20Emergency.pdf","Prince Edward Island"
"2603","PE057",2020-03-13,2020-03-13,NA,"Quarantine",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Travellers returning to P.E.I. from outside Canada are asked to self-isolate for 14 days. 
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/new-covid-19-recommendations-islanders","Prince Edward Island"
"2604","PE058",2020-03-23,2020-03-23,NA,"Quarantine",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Issued orders to fine anyone who is not complying with the direction to self-isolate (a fine of $1,000 for a first offence; fine of $2,000 for a second offence; or fine of $10,000 for a third offence and every offence thereafter)
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/new-provincial-measures-to-protect-islanders","Prince Edward Island"
"2605","PE059-external_border",2020-03-27,2020-03-23,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Reminded Islanders that anyone travelling across the Confederation Bridge should be doing so only out of necessity. Screening measures were put into place at all points of entry on 2020-03-23.
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-extends-closures-schools-daycares-non-essential-services, https://www.princeedwardisland.ca/en/news/chief-public-health-officer-urges-self-isolation-following-interprovincial-travel","Prince Edward Island"
"2606","PE061",2020-04-23,2020-04-23,NA,"Health Testing",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Expanded testing criteria to include staff members who work at more than 1 long-term care facility
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-works-to-increase-covid-19-testing-in-the-province","Prince Edward Island"
"2607","PE062-business",2020-04-28,2020-05-01,NA,"Restriction and Regulation of Businesses",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Released 4-phase ""Renew PEI, Together"" plan to lift public health restrictions
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-outlines-plans-renew-pei-together, https://www.princeedwardisland.ca/en/topic/renew-pei-together","Prince Edward Island"
"2608","PE063-business",2020-04-28,2020-05-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Outdoor gatherings and non-contact outdoor recreational activities of no more than 5 individuals from different households, while maintaining physical distancing, will be permitted. These include those in outdoor spaces, golf courses and driving ranges, and marinas and yacht clubs. Some outdoor and construction services permitted to reopen.
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-outlines-plans-renew-pei-together, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-1","Prince Edward Island"
"2609","PE064-business",2020-04-29,2020-05-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Recreational angling to be permitted starting 2020-05-01
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/recreational-angling-season-to-open-may-1","Prince Edward Island"
"2610","PE065",2020-04-28,2020-05-01,NA,"Health Resources","Other Health Infrastructure","Who: Government of Prince Edward Island, Chief Public Health Officer
What: Announced resumption of priority non-urgent procedures such as cardiac supports, cancer screening and immunizations. Telecare still recommended where possible.
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-outlines-plans-renew-pei-together, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-1","Prince Edward Island"
"2611","PE066-health_res",2020-04-28,2020-05-01,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Announced resumption of priority non-urgent procedures is permitted for physiotherapists, optometrists and opticians, chiropractors, foot care providers, occupational therapists, naturopaths. Telecare still recommended where possible.
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-outlines-plans-renew-pei-together, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-1","Prince Edward Island"
"2612","PE067",2020-05-04,2020-05-04,NA,"Social Distancing",NA,"Who: Department of Health and Wellness
What: Published guidance on how to wear non-medical masks and a soft recommendation to wear masks in cases where distancing is difficult (e.g., grocery shopping)
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/using-non-medical-masks-in-the-community","Prince Edward Island"
"2613","PE068",2020-04-29,2020-04-29,"2020-05-31","Declaration of Emergency",NA,"Who: Government of Prince Edward Island
What: Extended provincial state of emergency
Effective until: 2020-05-31","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.cpac.ca/en/programs/covid-19-canada-responds/episodes/66193296/","Prince Edward Island"
"2614","PE069",2020-04-30,2020-05-11,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Government of Prince Edward Island
What: Designated schools will reopen to students who require individualized support.
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-announces-next-steps-education","Prince Edward Island"
"2615","PE071",2020-04-23,2020-04-28,NA,"Health Testing",NA,"Who: Government of Prince Edward Island
What: Expanded testing criteria to include long-haul truck drivers
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/information-about-covid-19-testing-in-pei, https://www.cbc.ca/news/canada/prince-edward-island/pei-expanded-testing-criteria-covid19-1.5542582","Prince Edward Island"
"2616","PE072-health_res",2020-04-29,2020-05-22,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Dental Association of Prince Edward Island/Dental Council of PEI 
What: Announced that dental clinics will be allowed to provide emergency care during Phase 2 of the reopening plan, starting May 22, 2020. Treatment of dental emergencies is currently limited to 2 centralized dental emergency clinics. 
Effective until:","Canada","Dental Association of Prince Edward Island/Dental Council of PEI","Provincial","Provincial","https://www.dapei.ca/new-page-5","Prince Edward Island"
"2617","PE073",2020-05-04,2020-05-04,NA,"Public Awareness Measures",NA,"Who: Government of Prince Edward Island, Department of Health and Wellness 
What: Directive to restrict movement of staff members between health care facilities. If this is not possible, staff are tested weekly.
Effective until:","Canada","Government of Prince Edward Island, Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/pei_guidelines_for_the_management_and_control_of_covid-19_in_ltc_2.pdf","Prince Edward Island"
"2618","PE074-mass_gatherings",2020-04-03,2020-04-03,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Chief Public Health Officer, Royal Canadian Mounted Police
What: Restricted gatherings of greater than 5; enforced with fines upwards of $1,000
Effective until:","Canada","Chief Public Health Officer, Royal Canadian Mounted Police","Provincial","Provincial","https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-reminder-non-compliance-dr-morrisons-covid-19-measures-will-result-fines, https://www.cbc.ca/news/canada/prince-edward-island/pei-gatherings-5-people-or-more-covid-19-1.5521249","Prince Edward Island"
"2619","PE075-mass_gatherings",2020-05-08,2020-05-08,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Government of Prince Edward Island
What: Members of the same household permitted to gather indoors with up to 5 people from other households, and up to 10 people from other households outdoors; households permitted to extend their household unit by 1 to 2 individuals for support purposes
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-eases-more-covid-19-restrictions","Prince Edward Island"
"2620","PE076-business",2020-05-08,2020-05-12,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Announced that select Access PEI locations will open starting May 12; commercial vehicle and motorcycle road testing to resume on a limited basis starting May 25
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/access-pei-operating-with-limited-service-starting-may-12","Prince Edward Island"
"2621","PE077-business",2020-05-14,2020-05-22,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Opened some in-person government services and PEI Cannabis stores
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/some-government-services-safely-reopen-to-islanders, https://www.princeedwardisland.ca/en/information/health-and-wellness/closures-and-re-openings","Prince Edward Island"
"2622","PE078-business",2020-05-14,2020-05-25,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Opened some additional in-person government services and liquor stores
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-provides-update-public-services-finances, https://www.princeedwardisland.ca/en/information/health-and-wellness/closures-and-re-openings","Prince Edward Island"
"2623","PE079-business",2020-05-21,2020-05-22,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Opened retail outlets, greenhouses and nurseries, construction, maintenance and repair services, cleaning and restoration services, extermination and pest control, car washes, bottle depots and select personal services including hairdressers, barbers and pet grooming
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-2","Prince Edward Island"
"2624","PE080-health_res",2020-05-21,2020-05-22,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Government of Prince Edward Island
What: Permitted registered massage therapists, acupuncturists and acupressurists to resume non-emergency services; amended previous announcement opening emergency dental care on May 22, 2020, to also include urgent dental care
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-2","Prince Edward Island"
"2625","PE081",2020-05-15,2020-05-22,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Government of Prince Edward Island
What: Opened licensed and unlicensed child care centres with a capacity limit of 20 people per centre and maximum group sizes of 5
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-outlines-plans-child-care, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-2","Prince Edward Island"
"2626","PE082-business",2020-05-13,2020-05-15,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Announced that Northumberland Ferries service will resume on May 15; service available to commercial trucks and their drivers—other travellers to follow once interprovincial restrictions are lifted
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/statements-northumberland-ferry-service, https://www.ferries.ca/ns-pei-ferry/fares/","Prince Edward Island"
"2627","PE083",2020-05-15,2020-05-15,NA,"Public Awareness Measures",NA,"Who: Government of Prince Edward Island
What: Updated projections for cases and critical care capacity
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/covid-19_model_update_merged_may15.pdf","Prince Edward Island"
"2628","PE084",NA,NA,NA,"Public Awareness Measures",NA,"Who: Department of Health and Wellness
What: Published definition of an outbreak in community care and long-term care facilities: a single laboratory-confirmed case of COVID-19 in a resident or staff member—original publication date unknown
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/pei_guidelines_for_the_management_and_control_of_covid-19_in_ltc.pdf, https://www.princeedwardisland.ca/sites/default/files/publications/community_care_covid_guidance.pdf","Prince Edward Island"
"2629","PE085-mass_gatherings",2020-05-28,2020-06-01,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Department of Health and Wellness
What: Permitted indoor gatherings of up to 15 and outdoor gatherings of up to 20, provided physical distancing measures are in place
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-3-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-3","Prince Edward Island"
"2630","PE086-business",2020-05-28,2020-06-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health and Wellness
What: Permitted nail salons, spas, and tattoo and piercing studios to open, with restrictions to continue on high-risk procedures such as facials, nose piercings and teeth whitening; restaurants permitted to resume in-person dining with distancing, for 50 patrons or fewer indoors, no limit on outdoors; hospitality services permitted to open to P.E.I. residents
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-3-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/personal-services-guidance","Prince Edward Island"
"2631","PE087-business",2020-05-28,2020-06-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health and Wellness
What: Permitted campgrounds to open for P.E.I. residents; permitted resumption of organized outdoor sports; and allowed recreational facilities to open including pools, bowling alleys, gyms and yoga studios
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-3-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-3","Prince Edward Island"
"2632","PE088-business",2020-05-29,2020-06-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Began opening additional public services, including libraries (for curbside pickup), museums and heritage sites
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/additional-government-services-and-provincial-spaces-re-open-to-islanders, https://www.princeedwardisland.ca/en/information/health-and-wellness/re-openings","Prince Edward Island"
"2633","PE089-business",2020-05-29,2020-06-05,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Permitted provincial day use parks to open.
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/additional-government-services-and-provincial-spaces-re-open-to-islanders, https://www.princeedwardisland.ca/en/information/health-and-wellness/re-openings","Prince Edward Island"
"2634","PE090-business",2020-05-29,2020-06-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Prince Edward Island
What: Began gradual opening ofadditional government services and offices
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/additional-government-services-and-provincial-spaces-re-open-to-islanders, https://www.princeedwardisland.ca/en/information/health-and-wellness/re-openings","Prince Edward Island"
"2635","PE091",2020-05-28,2020-06-01,NA,"Social Distancing",NA,"Who: Department of Health and Wellness
What: Permitted long-term care residents 2 designated outdoor visitors, with physical distancing, or 6 designated end of life visitors (maximum 2 visitors at a time) 
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-3-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-pei/long-term-care-easing-restriction-on-visitation","Prince Edward Island"
"2636","PE092-health_res",2020-05-28,2020-06-01,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Department of Health and Wellness
What: Permitted expansion of elective dental procedures and the return of dental hygienists to practice
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-3","Prince Edward Island"
"2637","PE093",2020-05-28,2020-06-01,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Department of Health and Wellness
What: Increased capacity limit to 42 and maximum group size to 8 in licensed child care centres; permitted day camps to open
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/education-and-child-care-services-expand-june, https://www.princeedwardisland.ca/en/information/health-and-wellness/licensed-child-care-centres-directive","Prince Edward Island"
"2638","PE100-mass_gatherings",2020-05-29,2020-06-01,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Department of Health and Wellness
What: Mandated that singers/vocalists and players of wind and brass instruments be a minimum of 3.5 metres apart from each other and everyone else; recommended that vigorous vocalization (e.g., shouting, cheering) be avoided when closer than 3.5 metres' distance from other individuals
Effective until:
","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-3","Prince Edward Island"
"2639","PE103",2020-03-15,2020-03-16,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: University of Prince Edward Island
What: Closure of post-secondary education institution; first closure reported in P.E.I.
Effective until:","Canada","University of Prince Edward Island",NA,"Provincial","https://www.upei.ca/communications/news/2020/03/urgent-update-re-covid-19-measures-upei, https://www.universityaffairs.ca/news/news-article/covid-19-updates-for-canadas-universities/","Prince Edward Island"
"2640","PE104",2020-05-22,2020-05-22,"2020-05-31","Health Monitoring",NA,"Who: Department of Health and Wellness
What: All regions entered Phase 2 of the reopening plan ""Renew PEI, Together.""
Effective until: 2020-05-31","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/some-government-services-safely-reopen-to-islanders, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-2","Prince Edward Island"
"2641","PE105",2020-05-28,2020-06-01,"2020-06-25","Health Monitoring",NA,"Who: Department of Health and Wellness
What: All regions entered Phase 3 of the reopening plan ""Renew PEI, Together.""
Effective until: 2020-06-25","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-3-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-3","Prince Edward Island"
"2642","PE106",2020-06-23,2020-06-26,NA,"Social Distancing",NA,"Who: Department of Health and Wellness
What: Permitted long-term care residents scheduled indoor visits for up to 2 designated visitors and access to clergy
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-4","Prince Edward Island"
"2643","PE107-mass_gatherings",2020-06-23,2020-06-26,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Department of Health and Wellness
What: Increased the limit on organized gatherings (e.g., funerals, weddings, worship services) to 50 people or fewer, provided that distancing measures are in place; gatherings of up to 100 permitted for facilities with multiple separate gatherings 
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-4","Prince Edward Island"
"2644","PE108-business",2020-06-23,2020-06-26,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health and Wellness
What: Lifted restrictions on high-risk personal services including facials, nose piercings and teeth whitening; permitted hospitality services (e.g., hotels, bed and breakfasts) to open to non-P.E.I. residents
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-4","Prince Edward Island"
"2645","PE109-business",2020-06-23,2020-06-26,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health and Wellness
What: Permitted campgrounds to open to non-P.E.I. residents; opened video lottery operations
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-4","Prince Edward Island"
"2646","PE110",2020-06-23,2020-06-26,NA,"Health Resources","Other Health Infrastructure","Who: Department of Health and Wellness
What: Announced resumption of all non-urgent procedures
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-4","Prince Edward Island"
"2647","PE111-health_res",2020-06-23,2020-06-26,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Department of Health and Wellness
What: Announced resumption of all non-urgent services, including dental, chiropractic, massage, acupuncture, acupressure, physiotherapy, occupational therapy, optometry, podiatry and naturopathy
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/phase-4","Prince Edward Island"
"2648","PE112-external_border",2020-06-24,2020-07-03,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Prince Edward Island
What: Formed an Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. for non-essential travel; travellers asked to complete an online self-declaration form before arrival
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/atlantic-provinces-form-travel-bubble, https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-atlantic-travel-bubble","Prince Edward Island"
"2649","PE113",2020-06-24,2020-07-03,NA,"Quarantine",NA,"Who: Government of Prince Edward Island
What: Formed an Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. without self-isolating for 14 days
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/atlantic-provinces-form-travel-bubble","Prince Edward Island"
"2650","PE114",2020-06-23,2020-06-26,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Department of Health and Wellness
What: Increased the limit on maximum group size in licensed child care centres to 11
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan, https://www.princeedwardisland.ca/en/information/health-and-wellness/licensed-child-care-centres-directive","Prince Edward Island"
"2651","PE115",2020-06-23,2020-06-26,NA,"Health Monitoring",NA,"Who: Department of Health and Wellness
What: All regions entered Phase 4 of the reopening plan ""Renew PEI, Together.""
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/prince-edward-island-prepares-for-phase-4-of-renew-pei-together-plan","Prince Edward Island"
"2652","PE116-business",2020-06-30,2020-07-08,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Economic Growth, Tourism and Culture 
What: Permitted provincial park campgrounds to open for 2-night minimum stays
Effective until:","Canada","Department of Economic Growth, Tourism and Culture","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/provincial-park-campgrounds-reopening-additional-sites","Prince Edward Island"
"2653","PE117",2020-07-02,2020-07-02,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Department of Education and Lifelong Learning
What: Released plan and safety guidance, entitled ""Welcome Back to School,"" for the reopening of elementary, middle and high schools in the fall: outlined multiple scenarios, with the anticipation that daily in-person classes will resume
Effective until:","Canada","Department of Education and Lifelong Learning","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-releases-plan-safely-return-students-school-september, https://www.princeedwardisland.ca/sites/default/files/publications/welcome_back_to_school_plan.pdf","Prince Edward Island"
